model,n_params_B,train_dataset,eval_dataset,n_shots,seed,accuracy,f1_macro,parse_rate,intra_cross
Phi-3 3.8B,3.8,sick,fracas-gq,0,999,0.3333333333333333,0.2738095238095238,1.0,Cross
Phi-3 3.8B,3.8,gqnli,fracas-gq,0,999,0.3333333333333333,0.2738095238095238,1.0,Cross
Phi-3 3.8B,3.8,fracas-gq,fracas-gq,0,999,0.3333333333333333,0.2738095238095238,1.0,Intra
Phi-3 3.8B,3.8,daccord,fracas-gq,0,123,0.3333333333333333,0.2738095238095238,1.0,Cross
Phi-3 3.8B,3.8,rte3,fracas-gq,0,123,0.3333333333333333,0.2738095238095238,1.0,Cross
Phi-3 3.8B,3.8,sick,fracas-gq,0,123,0.3333333333333333,0.2738095238095238,1.0,Cross
Phi-3 3.8B,3.8,gqnli,fracas-gq,0,123,0.3333333333333333,0.2738095238095238,1.0,Cross
Phi-3 3.8B,3.8,fracas-gq,fracas-gq,0,123,0.3333333333333333,0.2738095238095238,1.0,Intra
Phi-3 3.8B,3.8,daccord,fracas-gq,0,42,0.3333333333333333,0.2738095238095238,1.0,Cross
Phi-3 3.8B,3.8,rte3,fracas-gq,0,42,0.3333333333333333,0.2738095238095238,1.0,Cross
Phi-3 3.8B,3.8,sick,fracas-gq,0,42,0.3333333333333333,0.2738095238095238,1.0,Cross
Phi-3 3.8B,3.8,gqnli,fracas-gq,0,42,0.3333333333333333,0.2738095238095238,1.0,Cross
Phi-3 3.8B,3.8,fracas-gq,fracas-gq,0,42,0.3333333333333333,0.2738095238095238,1.0,Intra
DeepSeek R1 8B,8.0,daccord,fracas-gq,10,123,0.0,0.0,0.0666666666666666,Cross
Qwen 2.5 7B,7.0,sick,rte3,5,123,0.7435897435897436,0.7266484663309157,1.0,Cross
Llama 3 8B,8.0,fracas-gq,rte3,3,123,0.663003663003663,0.5954509005514218,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,rte3,5,123,0.73992673992674,0.7258032558861564,1.0,Cross
Llama 3 8B,8.0,daccord,rte3,3,42,0.608058608058608,0.5340947040664018,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,rte3,5,123,0.7472527472527473,0.7309720273287318,1.0,Cross
Llama 3 8B,8.0,rte3,rte3,3,42,0.5860805860805861,0.5363316980059548,1.0,Intra
Qwen 2.5 7B,7.0,daccord,rte3,5,42,0.7509157509157509,0.7368599210425021,1.0,Cross
Llama 3 8B,8.0,sick,rte3,3,42,0.6446886446886447,0.6146284002542338,1.0,Cross
Llama 3 8B,8.0,gqnli,rte3,3,42,0.6593406593406593,0.6419676642586859,1.0,Cross
Qwen 2.5 7B,7.0,rte3,rte3,5,42,0.7289377289377289,0.7117243509143449,1.0,Intra
Qwen 2.5 7B,7.0,sick,rte3,5,42,0.684981684981685,0.667473063829057,1.0,Cross
Llama 3 8B,8.0,fracas-gq,rte3,3,42,0.6117216117216118,0.5320313089029877,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,rte3,5,42,0.706959706959707,0.6979740863236009,1.0,Cross
Llama 3 8B,8.0,daccord,rte3,1,999,0.6007326007326007,0.5184333995075683,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,rte3,5,42,0.7289377289377289,0.7203047502173135,1.0,Cross
Llama 3 8B,8.0,rte3,rte3,1,999,0.5970695970695971,0.5170392508937525,1.0,Intra
Qwen 2.5 7B,7.0,daccord,rte3,3,999,0.7142857142857143,0.6793704790268098,1.0,Cross
Llama 3 8B,8.0,sick,rte3,1,999,0.6043956043956044,0.5182089053008415,1.0,Cross
Llama 3 8B,8.0,gqnli,rte3,1,999,0.7142857142857143,0.6957386424449155,1.0,Cross
Qwen 2.5 7B,7.0,rte3,rte3,3,999,0.7326007326007326,0.7154597464683868,1.0,Intra
Llama 3 8B,8.0,fracas-gq,rte3,1,999,0.706959706959707,0.6960209301645767,1.0,Cross
Qwen 2.5 7B,7.0,sick,rte3,3,999,0.7216117216117216,0.7109285627962341,1.0,Cross
Llama 3 8B,8.0,daccord,rte3,1,123,0.6227106227106227,0.5510185051163913,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,rte3,3,999,0.7435897435897436,0.7330749774164409,1.0,Cross
Llama 3 8B,8.0,rte3,rte3,1,123,0.6263736263736264,0.5569856194037774,1.0,Intra
Qwen 2.5 7B,7.0,fracas-gq,rte3,3,999,0.7216117216117216,0.6954748855121681,1.0,Cross
Llama 3 8B,8.0,sick,rte3,1,123,0.608058608058608,0.5473135383527747,1.0,Cross
Qwen 2.5 7B,7.0,daccord,rte3,3,123,0.7545787545787546,0.7327103705750999,1.0,Cross
Llama 3 8B,8.0,gqnli,rte3,1,123,0.6446886446886447,0.5753602072203335,1.0,Cross
Qwen 2.5 7B,7.0,rte3,rte3,3,123,0.7509157509157509,0.7436474940103631,1.0,Intra
Llama 3 8B,8.0,fracas-gq,rte3,1,123,0.5970695970695971,0.5242427036888464,1.0,Cross
Qwen 2.5 7B,7.0,sick,rte3,3,123,0.7435897435897436,0.7266484663309157,1.0,Cross
Llama 3 8B,8.0,daccord,rte3,1,42,0.5860805860805861,0.5188501173349659,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,rte3,3,123,0.73992673992674,0.7258032558861564,1.0,Cross
Llama 3 8B,8.0,rte3,rte3,1,42,0.5934065934065934,0.5375133403939499,1.0,Intra
Qwen 2.5 7B,7.0,fracas-gq,rte3,3,123,0.7472527472527473,0.7309720273287318,1.0,Cross
Llama 3 8B,8.0,sick,rte3,1,42,0.6263736263736264,0.6001362350894098,1.0,Cross
Qwen 2.5 7B,7.0,daccord,rte3,3,42,0.7289377289377289,0.7041779868059832,1.0,Cross
Llama 3 8B,8.0,gqnli,rte3,1,42,0.6593406593406593,0.642323116219668,1.0,Cross
Qwen 2.5 7B,7.0,rte3,rte3,3,42,0.7289377289377289,0.7117243509143449,1.0,Intra
Llama 3 8B,8.0,fracas-gq,rte3,1,42,0.6373626373626373,0.5864895157147526,1.0,Cross
Qwen 2.5 7B,7.0,sick,rte3,3,42,0.684981684981685,0.667473063829057,1.0,Cross
Llama 3 8B,8.0,daccord,rte3,0,999,0.663003663003663,0.6284991415921207,1.0,Cross
Llama 3 8B,8.0,rte3,rte3,0,999,0.663003663003663,0.6284991415921207,1.0,Intra
Qwen 2.5 7B,7.0,gqnli,rte3,3,42,0.706959706959707,0.6979740863236009,1.0,Cross
Llama 3 8B,8.0,sick,rte3,0,999,0.663003663003663,0.6284991415921207,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,rte3,3,42,0.7289377289377289,0.7203047502173135,1.0,Cross
Llama 3 8B,8.0,gqnli,rte3,0,999,0.663003663003663,0.6284991415921207,1.0,Cross
Qwen 2.5 7B,7.0,daccord,rte3,1,999,0.7252747252747253,0.6959675292553481,1.0,Cross
Llama 3 8B,8.0,fracas-gq,rte3,0,999,0.663003663003663,0.6284991415921207,1.0,Cross
Qwen 2.5 7B,7.0,rte3,rte3,1,999,0.717948717948718,0.6911911911911912,1.0,Intra
Llama 3 8B,8.0,daccord,rte3,0,123,0.63003663003663,0.6013398658744223,1.0,Cross
Qwen 2.5 7B,7.0,sick,rte3,1,999,0.7252747252747253,0.704269882659713,1.0,Cross
Llama 3 8B,8.0,rte3,rte3,0,123,0.63003663003663,0.6013398658744223,1.0,Intra
Qwen 2.5 7B,7.0,gqnli,rte3,1,999,0.7032967032967034,0.6899787048910057,1.0,Cross
Llama 3 8B,8.0,sick,rte3,0,123,0.63003663003663,0.6013398658744223,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,rte3,1,999,0.7252747252747253,0.721617834661313,1.0,Cross
Llama 3 8B,8.0,gqnli,rte3,0,123,0.63003663003663,0.6013398658744223,1.0,Cross
Qwen 2.5 7B,7.0,daccord,rte3,1,123,0.7326007326007326,0.7110299114087475,1.0,Cross
Llama 3 8B,8.0,fracas-gq,rte3,0,123,0.63003663003663,0.6013398658744223,1.0,Cross
Qwen 2.5 7B,7.0,rte3,rte3,1,123,0.7435897435897436,0.7137948450733839,1.0,Intra
Llama 3 8B,8.0,daccord,rte3,0,42,0.6373626373626373,0.6063190867744948,1.0,Cross
Qwen 2.5 7B,7.0,sick,rte3,1,123,0.7252747252747253,0.7106403427498931,1.0,Cross
Llama 3 8B,8.0,rte3,rte3,0,42,0.6373626373626373,0.6063190867744948,1.0,Intra
Qwen 2.5 7B,7.0,gqnli,rte3,1,123,0.73992673992674,0.7240032410449379,1.0,Cross
Llama 3 8B,8.0,sick,rte3,0,42,0.6373626373626373,0.6063190867744948,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,rte3,1,123,0.7326007326007326,0.711778070619534,1.0,Cross
Llama 3 8B,8.0,gqnli,rte3,0,42,0.6373626373626373,0.6063190867744948,1.0,Cross
Qwen 2.5 7B,7.0,daccord,rte3,1,42,0.706959706959707,0.6798090385365742,1.0,Cross
Llama 3 8B,8.0,fracas-gq,rte3,0,42,0.6373626373626373,0.6063190867744948,1.0,Cross
Qwen 2.5 7B,7.0,rte3,rte3,1,42,0.6996336996336996,0.6677169644936941,1.0,Intra
Qwen 2.5 7B,7.0,sick,rte3,1,42,0.7289377289377289,0.7161074084946358,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,rte3,1,42,0.6996336996336996,0.6890061405015458,1.0,Cross
Llama 3 8B,8.0,daccord,sick,10,999,0.7266666666666667,0.7276013924915912,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,rte3,1,42,0.7106227106227107,0.6973075509773802,1.0,Cross
Qwen 2.5 7B,7.0,daccord,rte3,0,999,0.7472527472527473,0.7350468187145628,1.0,Cross
Qwen 2.5 7B,7.0,rte3,rte3,0,999,0.7472527472527473,0.7350468187145628,1.0,Intra
Llama 3 8B,8.0,rte3,sick,10,999,0.8,0.8040417152281986,1.0,Cross
Qwen 2.5 7B,7.0,sick,rte3,0,999,0.7472527472527473,0.7350468187145628,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,rte3,0,999,0.7472527472527473,0.7350468187145628,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,rte3,0,999,0.7472527472527473,0.7350468187145628,1.0,Cross
Llama 3 8B,8.0,sick,sick,10,999,0.8533333333333334,0.8510803097905276,1.0,Intra
Qwen 2.5 7B,7.0,daccord,rte3,0,123,0.7509157509157509,0.7379324456480855,1.0,Cross
Qwen 2.5 7B,7.0,rte3,rte3,0,123,0.7509157509157509,0.7379324456480855,1.0,Intra
Qwen 2.5 7B,7.0,sick,rte3,0,123,0.7509157509157509,0.7379324456480855,1.0,Cross
Llama 3 8B,8.0,gqnli,sick,10,999,0.8133333333333334,0.809064009871664,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,rte3,0,123,0.7509157509157509,0.7379324456480855,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,rte3,0,123,0.7509157509157509,0.7379324456480855,1.0,Cross
Llama 3 8B,8.0,fracas-gq,sick,10,999,0.82,0.820690703391958,1.0,Cross
Qwen 2.5 7B,7.0,daccord,rte3,0,42,0.717948717948718,0.708136247393341,1.0,Cross
Qwen 2.5 7B,7.0,rte3,rte3,0,42,0.717948717948718,0.708136247393341,1.0,Intra
Qwen 2.5 7B,7.0,sick,rte3,0,42,0.717948717948718,0.708136247393341,1.0,Cross
Llama 3 8B,8.0,daccord,sick,10,123,0.74,0.7459948320413435,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,rte3,0,42,0.717948717948718,0.708136247393341,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,rte3,0,42,0.717948717948718,0.708136247393341,1.0,Cross
Llama 3 8B,8.0,rte3,sick,10,123,0.7866666666666666,0.7908421647233393,1.0,Cross
Qwen 2.5 7B,7.0,daccord,sick,10,999,0.84,0.8400565648663729,1.0,Cross
Llama 3 8B,8.0,sick,sick,10,123,0.8166666666666667,0.8145540241376849,1.0,Intra
Qwen 2.5 7B,7.0,rte3,sick,10,999,0.81,0.8104975863318211,1.0,Cross
Llama 3 8B,8.0,gqnli,sick,10,123,0.81,0.8095133082330955,1.0,Cross
Qwen 2.5 7B,7.0,sick,sick,10,999,0.7766666666666666,0.7765959313793189,1.0,Intra
Llama 3 8B,8.0,fracas-gq,sick,10,123,0.7766666666666666,0.7789781632120945,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,sick,10,999,0.7833333333333333,0.7829926095331663,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,sick,10,999,0.7066666666666667,0.7031151973063609,1.0,Cross
Llama 3 8B,8.0,daccord,sick,10,42,0.79,0.7961891456271338,1.0,Cross
Qwen 2.5 7B,7.0,daccord,sick,10,123,0.8466666666666667,0.845051811110575,1.0,Cross
Llama 3 8B,8.0,rte3,sick,10,42,0.7966666666666666,0.8009240473937838,1.0,Cross
Qwen 2.5 7B,7.0,rte3,sick,10,123,0.8133333333333334,0.8135860867529079,1.0,Cross
Llama 3 8B,8.0,sick,sick,10,42,0.8,0.7958253129821634,1.0,Intra
Qwen 2.5 7B,7.0,sick,sick,10,123,0.8066666666666666,0.8069569963988233,1.0,Intra
Llama 3 8B,8.0,gqnli,sick,10,42,0.8,0.7968084203378321,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,sick,10,123,0.8066666666666666,0.8061373245412985,1.0,Cross
Llama 3 8B,8.0,fracas-gq,sick,10,42,0.78,0.7827436422696232,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,sick,10,123,0.8433333333333334,0.8443922796035471,1.0,Cross
Llama 3 8B,8.0,daccord,sick,5,999,0.7433333333333333,0.7463794363422617,1.0,Cross
Llama 3 8B,8.0,rte3,sick,5,999,0.8266666666666667,0.826716252872893,1.0,Cross
Llama 3 8B,8.0,sick,sick,5,999,0.8066666666666666,0.8100419156034678,1.0,Intra
Qwen 2.5 7B,7.0,daccord,sick,10,42,0.8,0.7950586206092813,1.0,Cross
Llama 3 8B,8.0,gqnli,sick,5,999,0.83,0.8324028239664862,1.0,Cross
Llama 3 8B,8.0,fracas-gq,sick,5,999,0.78,0.7828259373925008,1.0,Cross
Qwen 2.5 7B,7.0,rte3,sick,10,42,0.8033333333333333,0.7994666091512723,1.0,Cross
Qwen 2.5 7B,7.0,sick,sick,10,42,0.7666666666666667,0.7598833062265918,1.0,Intra
Llama 3 8B,8.0,daccord,sick,5,123,0.7366666666666667,0.7382206987964185,1.0,Cross
Llama 3 8B,8.0,rte3,sick,5,123,0.81,0.8115445951599897,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,sick,10,42,0.7333333333333333,0.7271535188672665,1.0,Cross
Llama 3 8B,8.0,sick,sick,5,123,0.8533333333333334,0.8537003082616117,1.0,Intra
Qwen 2.5 7B,7.0,fracas-gq,sick,10,42,0.7566666666666667,0.7531338590153892,1.0,Cross
Llama 3 8B,8.0,gqnli,sick,5,123,0.8133333333333334,0.8154075186795939,1.0,Cross
Llama 3 8B,8.0,fracas-gq,sick,5,123,0.7666666666666667,0.771839379397519,1.0,Cross
Qwen 2.5 7B,7.0,daccord,sick,5,999,0.8633333333333333,0.8642759311439208,1.0,Cross
Qwen 2.5 7B,7.0,rte3,sick,5,999,0.83,0.830806242674727,1.0,Cross
Llama 3 8B,8.0,daccord,sick,5,42,0.7933333333333333,0.7982237517158662,1.0,Cross
Qwen 2.5 7B,7.0,sick,sick,5,999,0.7266666666666667,0.7212987882264992,1.0,Intra
Llama 3 8B,8.0,rte3,sick,5,42,0.81,0.8120699751134534,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,sick,5,999,0.7966666666666666,0.7978460928505532,1.0,Cross
Llama 3 8B,8.0,sick,sick,5,42,0.8366666666666667,0.8391550473617343,1.0,Intra
Qwen 2.5 7B,7.0,fracas-gq,sick,5,999,0.8,0.80119062398392,1.0,Cross
Llama 3 8B,8.0,gqnli,sick,5,42,0.7933333333333333,0.7873552602222449,1.0,Cross
Qwen 2.5 7B,7.0,daccord,sick,5,123,0.84,0.8403337498111662,1.0,Cross
Llama 3 8B,8.0,fracas-gq,sick,5,42,0.7966666666666666,0.8023049075680655,1.0,Cross
Qwen 2.5 7B,7.0,rte3,sick,5,123,0.8166666666666667,0.8162182319558875,1.0,Cross
Llama 3 8B,8.0,daccord,sick,3,999,0.67,0.6706728989263236,1.0,Cross
Qwen 2.5 7B,7.0,sick,sick,5,123,0.8333333333333334,0.8315237711603588,1.0,Intra
Llama 3 8B,8.0,rte3,sick,3,999,0.8266666666666667,0.826716252872893,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,sick,5,123,0.8066666666666666,0.8070252457051669,1.0,Cross
Llama 3 8B,8.0,sick,sick,3,999,0.8066666666666666,0.8100419156034678,1.0,Intra
Qwen 2.5 7B,7.0,fracas-gq,sick,5,123,0.83,0.8300945714110397,1.0,Cross
Llama 3 8B,8.0,gqnli,sick,3,999,0.83,0.8324028239664862,1.0,Cross
Qwen 2.5 7B,7.0,daccord,sick,5,42,0.8166666666666667,0.8124999630759904,1.0,Cross
Llama 3 8B,8.0,fracas-gq,sick,3,999,0.78,0.7828259373925008,1.0,Cross
Qwen 2.5 7B,7.0,rte3,sick,5,42,0.8033333333333333,0.7999344581728002,1.0,Cross
Llama 3 8B,8.0,daccord,sick,3,123,0.7033333333333334,0.7085346308008534,1.0,Cross
Qwen 2.5 7B,7.0,sick,sick,5,42,0.8066666666666666,0.8038456284153005,1.0,Intra
Llama 3 8B,8.0,rte3,sick,3,123,0.81,0.8115445951599897,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,sick,5,42,0.7533333333333333,0.7432924712952892,1.0,Cross
Llama 3 8B,8.0,sick,sick,3,123,0.8533333333333334,0.8537003082616117,1.0,Intra
Qwen 2.5 7B,7.0,fracas-gq,sick,5,42,0.7666666666666667,0.7588656124567343,1.0,Cross
Llama 3 8B,8.0,gqnli,sick,3,123,0.8133333333333334,0.8154075186795939,1.0,Cross
Qwen 2.5 7B,7.0,daccord,sick,3,999,0.8733333333333333,0.8746890524606324,1.0,Cross
Llama 3 8B,8.0,fracas-gq,sick,3,123,0.7666666666666667,0.771839379397519,1.0,Cross
Qwen 2.5 7B,7.0,rte3,sick,3,999,0.83,0.830806242674727,1.0,Cross
Qwen 2.5 7B,7.0,sick,sick,3,999,0.7266666666666667,0.7212987882264992,1.0,Intra
Llama 3 8B,8.0,daccord,sick,3,42,0.7833333333333333,0.7895870060327891,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,sick,3,999,0.7966666666666666,0.7978460928505532,1.0,Cross
Llama 3 8B,8.0,rte3,sick,3,42,0.81,0.8120699751134534,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,sick,3,999,0.8,0.80119062398392,1.0,Cross
Llama 3 8B,8.0,sick,sick,3,42,0.8366666666666667,0.8391550473617343,1.0,Intra
Qwen 2.5 7B,7.0,daccord,sick,3,123,0.86,0.8617315177260286,1.0,Cross
Llama 3 8B,8.0,gqnli,sick,3,42,0.7933333333333333,0.7873552602222449,1.0,Cross
Qwen 2.5 7B,7.0,rte3,sick,3,123,0.8166666666666667,0.8162182319558875,1.0,Cross
Llama 3 8B,8.0,fracas-gq,sick,3,42,0.7966666666666666,0.8023049075680655,1.0,Cross
Qwen 2.5 7B,7.0,sick,sick,3,123,0.8333333333333334,0.8315237711603588,1.0,Intra
Llama 3 8B,8.0,daccord,sick,1,999,0.7833333333333333,0.7809190505850615,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,sick,3,123,0.8066666666666666,0.8070252457051669,1.0,Cross
Llama 3 8B,8.0,rte3,sick,1,999,0.71,0.7113294471691116,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,sick,3,123,0.83,0.8300945714110397,1.0,Cross
Llama 3 8B,8.0,sick,sick,1,999,0.7533333333333333,0.7578353939897093,1.0,Intra
Qwen 2.5 7B,7.0,daccord,sick,3,42,0.8566666666666667,0.8553447373225987,1.0,Cross
Llama 3 8B,8.0,gqnli,sick,1,999,0.8166666666666667,0.8162044092248298,1.0,Cross
Qwen 2.5 7B,7.0,rte3,sick,3,42,0.8033333333333333,0.7999344581728002,1.0,Cross
Llama 3 8B,8.0,fracas-gq,sick,1,999,0.7766666666666666,0.7744987113484886,1.0,Cross
Qwen 2.5 7B,7.0,sick,sick,3,42,0.8066666666666666,0.8038456284153005,1.0,Intra
Llama 3 8B,8.0,daccord,sick,1,123,0.7766666666666666,0.78056453350571,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,sick,3,42,0.7533333333333333,0.7432924712952892,1.0,Cross
Llama 3 8B,8.0,rte3,sick,1,123,0.76,0.7644218891174902,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,sick,3,42,0.7666666666666667,0.7588656124567343,1.0,Cross
Llama 3 8B,8.0,sick,sick,1,123,0.7933333333333333,0.7971701358026961,1.0,Intra
Qwen 2.5 7B,7.0,daccord,sick,1,999,0.8566666666666667,0.8576308515011295,1.0,Cross
Llama 3 8B,8.0,gqnli,sick,1,123,0.7166666666666667,0.7146448556168981,1.0,Cross
Qwen 2.5 7B,7.0,rte3,sick,1,999,0.86,0.8609479587529397,1.0,Cross
Llama 3 8B,8.0,fracas-gq,sick,1,123,0.7233333333333334,0.7231686198703233,1.0,Cross
Qwen 2.5 7B,7.0,sick,sick,1,999,0.7933333333333333,0.7954551523808805,1.0,Intra
Llama 3 8B,8.0,daccord,sick,1,42,0.7866666666666666,0.7896351713995169,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,sick,1,999,0.8,0.800777320809107,1.0,Cross
Llama 3 8B,8.0,rte3,sick,1,42,0.7933333333333333,0.7962114508967351,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,sick,1,999,0.6933333333333334,0.6875661375661375,1.0,Cross
Llama 3 8B,8.0,sick,sick,1,42,0.7866666666666666,0.7769838152821258,1.0,Intra
Qwen 2.5 7B,7.0,daccord,sick,1,123,0.8166666666666667,0.8151427637314734,1.0,Cross
Llama 3 8B,8.0,gqnli,sick,1,42,0.8,0.7882960413080896,1.0,Cross
Qwen 2.5 7B,7.0,rte3,sick,1,123,0.83,0.8304965430546827,1.0,Cross
Llama 3 8B,8.0,fracas-gq,sick,1,42,0.7933333333333333,0.7989233419465979,1.0,Cross
Qwen 2.5 7B,7.0,sick,sick,1,123,0.8033333333333333,0.7989656272051241,1.0,Intra
Llama 3 8B,8.0,daccord,sick,0,999,0.81,0.8096950760032792,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,sick,1,123,0.8033333333333333,0.8036411506319171,1.0,Cross
Llama 3 8B,8.0,rte3,sick,0,999,0.81,0.8096950760032792,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,sick,1,123,0.8166666666666667,0.8166922613363216,1.0,Cross
